是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3
否,"{""link"":""https://www.youtube.com/@RidingwithJr/shorts"",""text"":""https://www.youtube.com/@RidingwithJr/shorts""}",youtubeshort,否,Riding with Junior,"yozma, yozmasport，in10",US-Lexy-002,US,Lexy,20100,,,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@filippoz_?_r=1&_t=ZN-91CAgL6tdvH"",""text"":""https://www.tiktok.com/@filippoz_?_r=1&_t=ZN-91CAgL6tdvH""}",tiktok,是,Filippo22,"yozma, yozmasport，in10",EU-Zoe-014,EU,Zoe,414900,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.tiktok.com/@filippoz_/video/7646773045637434657"",""link"":""https://www.tiktok.com/@filippoz_/video/7646773045637434657""}",,
是,"{""link"":""https://www.instagram.com/drivenbyroyce/"",""text"":""https://www.instagram.com/drivenbyroyce/""}",instagramreels,否,drivenbyroyce,"yozma, yozmasport，in10",US-Ryan-052,US,Ryan,32000,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@kalanikai42"",""text"":""https://www.tiktok.com/@kalanikai42""}",tiktok,,kalanikai,"yozma, yozmasport，in10",US-Vivi-013,US,Vivi,60300,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@JackzIsSlow/videos"",""text"":""https://www.youtube.com/@JackzIsSlow/videos""}",youtubevideo,否,JXSW,"yozma, yozmasport，in10",US-Ryan-052,US,Ryan,86000,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/Reckless_Rides"",""text"":""https://www.instagram.com/Reckless_Rides""}",instagramreels,否,Reckless_Rides,"yozma, yozmasport，in10",US-Ryan-048,US,Ryan,46000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/breastyle.mx/"",""text"":""https://www.instagram.com/breastyle.mx/""}",instagramreels,是,breastyle.mx,"yozma, yozmasport，in10",US-Ryan-033,US,Ryan,71000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DZA2SYqNxyo/"",""link"":""https://www.instagram.com/p/DZA2SYqNxyo/""}","{""text"":""https://www.instagram.com/p/DX9n8-utITg/"",""link"":""https://www.instagram.com/p/DX9n8-utITg/""}",
否,"{""link"":""https://www.tiktok.com/@jonesycrew44"",""text"":""https://www.tiktok.com/@jonesycrew44""}",tiktok,,JONESY CREW,"yozma, yozmasport，in10",US-Stefan-058,US,Stefan,57300,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@thekefferkrew"",""text"":""https://www.tiktok.com/@thekefferkrew""}",tiktok,,The Keffer Krew,"yozma, yozmasport，in10",US-Stefan-099,US,Stefan,123000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@surron.daniel/shorts"",""text"":""https://www.youtube.com/@surron.daniel/shorts""}",youtubeshort,否,Surron.daniel,"yozma, yozmasport，in10",US-Lexy-062,US,Lexy,118,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@Danielscoooter/shorts"",""text"":""https://www.youtube.com/@Danielscoooter/shorts""}",youtubeshort,否,DanielScooter,"yozma, yozmasport，in10",EU-Zoe-019,EU,Zoe,14000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@grillhunters"",""text"":""https://www.tiktok.com/@grillhunters""}",tiktok,否,grillhunters,"yozma, yozmasport，in10",US-Stefan-167,US,Stefan,2100000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@NoHandMTB/videos"",""text"":""https://www.youtube.com/@NoHandMTB/videos""}",youtubevideo,否,NoHandMTB/NoHandMOTO,"yozma, yozmasport，in10",EU-Zoe-025,EU,Zoe,271000,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@rittersyard"",""text"":""https://www.tiktok.com/@rittersyard""}",tiktok,,rittersyard,"yozma, yozmasport，in10",US-Stefan-075,US,Stefan,13000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/filipeview/"",""text"":""https://www.instagram.com/filipeview/""}",instagramreels,是,Filipe View,"yozma, yozmasport，in10",EU-Zoe-008,EU,Zoe,134000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.instagram.com/p/DYIcRM1tniW/"",""link"":""https://www.instagram.com/p/DYIcRM1tniW/""}","{""text"":""https://www.instagram.com/p/DX7OigFt967/"",""link"":""https://www.instagram.com/p/DX7OigFt967/""}",
是,"{""link"":""https://www.youtube.com/@calisthenixpro/shorts"",""text"":""https://www.youtube.com/@calisthenixpro/shorts""}",youtubeshort,是,calisthenixpro,"yozma, yozmasport，in10",US-Ryan-046,US,Ryan,26300,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,"{""text"":""https://www.youtube.com/shorts/9VHLv6khmqs"",""link"":""https://www.youtube.com/shorts/9VHLv6khmqs""}",,
是,"{""link"":""https://www.tiktok.com/@officialchickenjoe_"",""text"":""https://www.tiktok.com/@officialchickenjoe_""}",tiktok,否,officialchickenjoe,"yozma, yozmasport，in10",US-Ryan-013,US,Ryan,29000,营销总表,2026-06-07,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@trevwhorep"",""text"":""https://www.tiktok.com/@trevwhorep""}",tiktok,,MOPBOYZ,"yozma, yozmasport，in10",US-Stefan-032,US,Stefan,140000,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.youtube.com/@redshogo/shorts"",""text"":""https://www.youtube.com/@redshogo/shorts""}",youtubeshort,否,redshogo,"yozma, yozmasport，in10",US-Lexy-028,US,Lexy,63100,,,,,,,,,
否,"{""link"":""https://www.youtube.com/@onewaycyy/shorts"",""text"":""https://www.youtube.com/@onewaycyy/shorts""}",youtube,,oneway.cyy,"yozma, yozmasport，in10",US-Vivi-014,US,Vivi,117000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.tiktok.com/@itschace1"",""text"":""https://www.tiktok.com/@itschace1""}",tiktok,,itschace1,"yozma, yozmasport，in10",US-Lexy-055,US,Lexy,235400,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@x3tyler28"",""text"":""https://www.tiktok.com/@x3tyler28""}",tiktok,否,x3tyler28,"yozma, yozmasport，in10",US-Lexy-033,US,Lexy,12100,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/surronster/"",""text"":""https://www.instagram.com/surronster/""}",instagramreels,否,Sur Ronster,"yozma, yozmasport，in10",US-Ryan-018,US,Ryan,3560000,营销总表,2026-06-07,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@Lithium_vision/videos"",""text"":""https://www.youtube.com/@Lithium_vision/videos""}",youtubevideo,否,lithium_vision,"yozma, yozmasport，in10",US-Stefan-015,US,Stefan,173000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/dynanate_"",""text"":""https://www.instagram.com/dynanate_""}",instagramreels,是,dynanate_,"yozma, yozmasport，in10",US-Ryan-020,US,Ryan,11000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DYIxtLpTGOj/"",""link"":""https://www.instagram.com/p/DYIxtLpTGOj/""}",,
是,"{""link"":""https://www.youtube.com/@OnewayJeff/videos"",""text"":""https://www.youtube.com/@OnewayJeff/videos""}",youtubevideo,否,oneway_jeff,"yozma, yozmasport，in10",US-Ryan-012,US,Ryan,64000,营销总表,2026-06-07,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@alexninja636/shorts"",""text"":""https://www.youtube.com/@alexninja636/shorts""}",youtubeshort,否,alexninja636,"yozma, yozmasport，in10",EU-Zoe-015,EU,Zoe,127000,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@maddi..951"",""text"":""https://www.tiktok.com/@maddi..951""}",tiktok,,maddi.951,"yozma, yozmasport，in10",US-Stefan-092,US,Stefan,6100,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/bobreesecookiemonster"",""text"":""https://www.instagram.com/bobreesecookiemonster""}",instagramreels,否,bobreesecookiemonster,"yozma, yozmasport，in10",US-Ryan-023,US,Ryan,1800000,营销总表,2026-06-07,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@TotalProSports/shorts"",""text"":""https://www.youtube.com/@TotalProSports/shorts""}",youtubeshort,否,bck.tps,"yozma, yozmasport，in10",EU-Zoe-016,EU,Zoe,1230000,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@professor_pouncey"",""text"":""https://www.tiktok.com/@professor_pouncey""}",tiktok,,professor_pouncey,"yozma, yozmasport，in10",US-Stefan-038,US,Stefan,687000,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.youtube.com/@Owen.Monroe/shorts"",""text"":""https://www.youtube.com/@Owen.Monroe/shorts""}",youtubeshort,是,owen.monroe,"yozma, yozmasport，in10",US-Stefan-036,US,Stefan,22200,,,,,,,"{""text"":""https://www.youtube.com/shorts/yrmZ6cYLIW8"",""link"":""https://www.youtube.com/shorts/yrmZ6cYLIW8""}","{""text"":""https://www.youtube.com/shorts/7i2H8iHHz_0"",""link"":""https://www.youtube.com/shorts/7i2H8iHHz_0""}",
否,"{""link"":""https://www.instagram.com/wanderwithgeorge/"",""text"":""https://www.instagram.com/wanderwithgeorge/""}",instagram,是,wanderwithgeorge,"yozma, yozmasport，in10",US-Stefan-001,US,Stefan,10600,,,,,,,"{""link"":""https://www.tiktok.com/@freego.judah/video/7645817174187199774"",""text"":""https://www.tiktok.com/@freego.judah/video/7645817174187199774""}","{""link"":""https://www.tiktok.com/@freego.judah/video/7645419787727736094"",""text"":""https://www.tiktok.com/@freego.judah/video/7645419787727736094""}","{""link"":""https://www.tiktok.com/@freego.judah/video/7645337446334434573"",""text"":""https://www.tiktok.com/@freego.judah/video/7645337446334434573""}"
是,"{""link"":""https://www.instagram.com/bikerboybrent/"",""text"":""https://www.instagram.com/bikerboybrent/""}",instagramreels,否,bikerboybrent,"yozma, yozmasport，in10",US-Stefan-170,US,Stefan,15900,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@CodyBoltonn"",""text"":""https://www.youtube.com/@CodyBoltonn""}",youtubevideo,否,_codybolton_,"yozma, yozmasport，in10",US-Lexy-063,US,Lexy,35000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@nicktucker/shorts"",""text"":""https://www.youtube.com/@nicktucker/shorts""}",youtubeshort,否,nicktucker,"yozma, yozmasport，in10",US-Stefan-117,US,Stefan,30500,,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@_codybolton_"",""text"":""https://www.tiktok.com/@_codybolton_""}",tiktok,否,_codybolton_,"yozma, yozmasport，in10",US-Lexy-063,US,Lexy,159600,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@tony.2.wheels?lang=zh-Hans"",""text"":""https://www.tiktok.com/@tony.2.wheels?lang=zh-Hans""}",tiktok,,tony.2.wheels,"yozma, yozmasport，in10",US-Ryan-026,US,Ryan,271000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@slapthatcatchfishing/shorts"",""text"":""https://www.youtube.com/@slapthatcatchfishing/shorts""}",youtube,,slapthatcatch,"yozma, yozmasport，in10",US-Lexy-010,US,Lexy,202700,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@GotMyOwnHashTags/videos"",""text"":""https://www.youtube.com/@GotMyOwnHashTags/videos""}",youtubevideo,否,gotmyownhashtags,"yozma, yozmasport，in10",US带货-Lexy-0032,US,Lexy,,,,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@tx.rider6/videos"",""text"":""https://www.youtube.com/@tx.rider6/videos""}",youtubevideo,否,tr.rider06,"yozma, yozmasport，in10",EU-Zoe-050,EU,Zoe,5280,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/search?q=JXSW&t=1780280932250"",""text"":""https://www.tiktok.com/search?q=JXSW&t=1780280932250""}",tiktok,否,JXSW,"yozma, yozmasport，in10",US-Ryan-052,US,Ryan,86000,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@nohandmtb?lang=en"",""text"":""https://www.tiktok.com/@nohandmtb?lang=en""}",tiktok,否,NoHandMTB/NoHandMOTO,"yozma, yozmasport，in10",EU-Zoe-025,EU,Zoe,55400,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@onewayben1/shorts"",""text"":""https://www.youtube.com/@onewayben1/shorts""}",youtube,,onewaybenn,"yozma, yozmasport，in10",US-Vivi-004,US,Vivi,149000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.youtube.com/@NotoriousDaves/videos"",""text"":""https://www.youtube.com/@NotoriousDaves/videos""}",youtubevideo,否,notoriousdaves,"yozma, yozmasport，in10",EU-Ryan-007,EU,Ryan,1750,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@that_miata"",""text"":""https://www.tiktok.com/@that_miata""}",tiktok,否,that_miata,"yozma, yozmasport，in10",US-Lexy-059,US,Lexy,1300000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/etronnix/"",""text"":""https://www.instagram.com/etronnix/""}",instagram,,etronnix,"yozma, yozmasport，in10",US-Lexy-012,US,Lexy,39200,营销总表,2026-06-07,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/oneway_umbe/"",""text"":""https://www.instagram.com/oneway_umbe/""}",instagramreels,否,oneway_umbe,"yozma, yozmasport，in10",EU-Zoe-035,EU,Zoe,18000,营销总表,2026-06-07,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/leecampaign/"",""text"":""https://www.instagram.com/leecampaign/""}",instagramreels,否,leecampaign,"yozma, yozmasport，in10",US-Lexy-031,US,Lexy,,,,P0 立刻追踪,155,正在出单；2026普通达人需继续追上线,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@PatOutdoors/videos"",""text"":""https://www.youtube.com/@PatOutdoors/videos""}",youtubevideo,是,Pat Outdoors,"yozma, yozmasport，in10",US-Stefan-012,US,Stefan,57200,,,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=WBw6wy72MTE"",""link"":""https://www.youtube.com/watch?v=WBw6wy72MTE""}",,
否,"{""link"":""https://www.tiktok.com/@oneway.jakee"",""text"":""https://www.tiktok.com/@oneway.jakee""}",tiktok,,oneway.jakee,"yozma, yozmasport，in10",US-Vivi-016,US,Vivi,22000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.instagram.com/pat_0utdoors/"",""text"":""https://www.instagram.com/pat_0utdoors/""}",instagramreels,是,Pat Outdoors,"yozma, yozmasport，in10",US-Stefan-012,US,Stefan,36300,营销总表,2026-06-07,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DX41i4qsLGr/"",""link"":""https://www.instagram.com/p/DX41i4qsLGr/""}","{""text"":""https://www.instagram.com/p/DYVNPRbBWnp/"",""link"":""https://www.instagram.com/p/DYVNPRbBWnp/""}",
是,"{""link"":""https://www.instagram.com/ridstarlaw/"",""text"":""https://www.instagram.com/ridstarlaw/""}",instagramreels,是,ridstarlaw,"yozma, yozmasport，in10",US-Vivi-007,US,Vivi,38500,营销总表,2026-06-07,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DYnQMNGvLsB/"",""link"":""https://www.instagram.com/p/DYnQMNGvLsB/""}","{""text"":""https://www.instagram.com/p/DZAai8ZpLk0/"",""link"":""https://www.instagram.com/p/DZAai8ZpLk0/""}","{""text"":""https://www.instagram.com/p/DYaGB_FAmEp/"",""link"":""https://www.instagram.com/p/DYaGB_FAmEp/""}"
是,"{""link"":""https://www.instagram.com/music_and_rhythm/"",""text"":""https://www.instagram.com/music_and_rhythm/""}",instagramreels,否,music_and_rhythm,"yozma, yozmasport，in10",US-Stefan-154,US,Stefan,280000,营销总表,2026-06-07,P0 立刻追踪,150,正在出单；2026已上线但仍出单,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@KellyChameleons/shorts"",""text"":""https://www.youtube.com/@KellyChameleons/shorts""}",youtubeshort,否,kellychameleons,"yozma, yozmasport，in10",US-Stefan-138,US,Stefan,7900,,,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
是,"{""link"":""https://www.youtube.com/@Dankwheelie/shorts"",""text"":""https://www.youtube.com/@Dankwheelie/shorts""}",youtubeshort,否,dankwheelie,"yozma, yozmasport，in10",US-Ryan-025,US,Ryan,231000,营销总表,2026-06-07,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@connor.stitt.bmx"",""text"":""https://www.tiktok.com/@connor.stitt.bmx""}",tiktok,,connor.stitt,"yozma, yozmasport，in10",US-Vivi-005,US,Vivi,157000,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.instagram.com/x3tyler/"",""text"":""https://www.instagram.com/x3tyler/""}",instagramreels,否,x3tyler28,"yozma, yozmasport，in10",US-Lexy-033,US,Lexy,11400,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
